satisfaction_level,last_evaluation,number_project,time_spend_company,left,promotion_last_5years,salary,work_accident,average_monthly_hours,department
1.0,0.81,5,3,0,0,1,0,243,7
0.7,0.55,4,3,0,0,1,0,159,7
0.62,0.88,5,3,0,0,1,0,146,7
0.67,0.72,4,2,0,0,1,0,159,7
0.86,0.96,4,3,0,0,1,0,196,7
0.44,0.57,5,2,0,0,1,1,183,7
0.19,0.86,4,4,0,0,1,0,192,7
0.76,0.83,4,2,0,0,1,0,246,7
0.89,0.93,5,4,0,0,1,0,191,7
0.25,0.97,3,3,0,0,1,0,158,7
0.68,1.0,4,2,0,0,1,0,167,7
0.38,0.5,2,2,0,0,2,1,187,7
0.64,0.95,4,4,0,0,2,0,199,2
0.76,0.62,4,3,0,0,2,0,157,2
0.26,0.45,2,3,0,0,2,0,157,2
0.69,0.67,3,2,0,0,2,0,178,3
0.98,0.66,3,2,0,0,2,0,154,3
0.86,0.83,5,2,0,0,2,1,208,3
0.14,0.68,4,5,0,0,2,1,273,3
0.58,0.63,4,3,0,0,2,0,159,9
0.63,0.97,4,2,0,0,2,0,234,9
0.7,0.91,5,3,0,0,2,1,139,9
0.73,0.62,4,4,0,0,2,0,210,9
0.89,0.52,3,3,0,0,0,0,164,9
0.17,0.61,3,5,0,0,1,1,241,9
0.86,0.73,5,2,0,0,2,0,259,9
0.59,0.73,3,3,0,0,2,1,159,9
0.22,0.51,4,2,0,0,2,0,131,9
0.55,0.57,3,2,0,0,2,0,266,9
0.74,0.6,3,2,0,0,1,0,153,9
0.55,0.54,3,2,0,0,1,0,253,8
0.67,0.94,4,2,0,0,1,1,141,8
0.64,0.8,3,3,0,0,1,0,199,8
0.58,0.71,3,3,0,0,1,0,205,8
0.9,0.6,4,3,0,0,1,0,252,8
0.89,0.9,4,3,0,0,1,0,153,8
0.74,0.37,2,4,0,0,1,0,171,8
0.78,0.91,5,4,0,0,1,0,150,8
0.97,0.53,4,3,0,0,1,0,247,8
0.52,0.92,4,2,0,0,1,1,150,8
0.99,0.86,4,2,0,0,1,0,206,8
0.76,0.44,4,4,0,0,1,1,192,9
0.69,0.96,5,3,0,0,1,0,164,9
0.59,0.69,3,3,0,0,1,0,186,9
0.95,0.63,3,3,0,0,1,0,249,4
0.69,0.81,3,2,0,0,1,0,214,0
0.76,0.75,4,4,0,0,1,0,193,0
0.7,0.84,2,4,0,0,1,0,114,0
0.87,0.6,2,2,0,0,1,0,122,0
0.44,0.55,3,3,0,0,1,1,170,0
0.54,0.91,3,3,0,0,2,0,151,6
0.55,0.75,3,3,0,0,2,0,156,6
0.81,0.75,5,3,0,0,2,1,170,6
0.5,0.55,3,2,0,0,2,0,188,6
0.93,0.74,4,3,0,0,2,1,201,0
0.64,0.5,6,6,0,0,2,0,254,1
0.57,0.78,3,4,0,0,2,0,206,1
0.95,0.74,4,3,0,0,2,0,216,1
0.86,0.67,5,3,0,0,2,0,200,1
0.82,0.58,4,2,0,0,2,0,202,1
0.18,0.79,4,4,0,0,2,0,217,1
0.58,0.7,5,4,0,0,2,0,151,5
0.57,0.56,3,2,0,0,0,0,224,7
0.94,0.83,5,3,0,0,1,0,148,2
0.2,0.97,6,5,0,0,2,1,224,8
0.73,0.75,2,5,0,0,2,1,243,9
0.94,0.8,4,3,0,0,2,1,238,4
0.99,0.61,3,3,0,0,2,0,254,5
0.22,0.49,4,4,0,0,1,0,218,5
0.67,0.66,3,3,0,0,1,0,237,5
0.49,0.67,4,2,0,0,1,0,185,7
0.78,0.95,4,3,0,0,1,0,184,7
0.15,0.74,2,3,0,0,1,1,176,7
0.91,0.89,4,3,0,0,1,0,260,7
0.7,0.78,4,4,0,0,1,0,254,7
0.6,0.95,3,3,0,0,1,0,221,7
0.59,0.57,5,2,0,0,1,0,257,7
0.59,0.93,3,3,0,0,1,1,265,7
0.55,0.64,3,3,0,0,1,1,138,7
0.42,0.75,3,2,0,0,1,1,163,7
0.57,0.81,3,3,0,0,1,0,144,7
0.72,0.51,3,2,0,0,1,1,146,7
0.83,0.81,3,6,0,0,1,0,242,7
0.89,0.93,4,3,0,0,1,0,249,7
0.55,0.59,3,3,0,0,1,0,245,7
0.53,0.75,4,2,0,0,1,0,201,7
0.74,0.59,4,4,0,0,2,1,177,7
0.63,0.98,4,2,0,0,2,0,160,7
0.63,0.4,6,2,0,0,2,1,177,7
0.61,0.97,4,3,0,0,2,0,153,2
0.76,0.79,3,5,0,0,2,0,197,2
0.67,0.82,4,4,0,0,2,0,246,2
0.51,0.95,4,3,0,0,2,0,258,3
0.67,0.55,3,3,0,0,2,0,137,3
0.16,0.94,3,4,0,0,2,0,178,3
0.34,0.85,4,4,0,0,2,0,123,3
0.58,0.73,5,3,0,0,2,1,162,9
0.5,0.71,5,5,0,0,2,0,210,9
0.56,0.48,4,3,0,0,0,1,197,9
0.56,0.98,3,3,0,0,1,0,220,9
0.74,0.71,4,2,0,0,2,0,133,9
0.69,0.99,3,2,0,0,2,0,198,9
0.15,0.81,4,5,0,0,2,0,160,9
0.58,0.67,2,2,0,0,2,0,180,9
0.8,0.79,3,3,0,0,1,0,217,9
0.5,0.57,3,3,0,0,1,0,223,9
0.66,0.92,4,2,0,0,1,0,229,9
0.81,0.78,4,3,0,0,1,0,159,8
0.14,0.68,5,5,0,0,1,0,253,8
0.92,0.85,3,2,0,0,1,0,235,8
0.69,0.91,4,3,0,0,1,0,186,8
0.66,0.99,4,2,0,0,1,0,263,8
0.85,0.39,4,4,0,0,1,0,239,8
0.83,0.69,4,2,0,0,1,0,151,8
1.0,0.49,3,4,0,0,1,0,106,8
0.68,0.65,3,4,0,0,1,0,183,8
0.26,0.97,3,2,0,0,1,0,125,8
0.35,0.41,3,2,0,0,1,0,157,8
0.12,0.58,3,2,0,0,1,0,241,9
0.91,0.93,4,3,0,0,1,0,184,9
0.65,0.67,4,3,0,0,1,0,144,9
0.78,0.72,3,4,0,0,1,1,255,4
0.61,0.82,3,4,0,0,1,0,261,0
0.64,0.51,4,2,0,0,1,0,207,0
0.58,0.73,4,4,0,0,1,0,205,0
0.63,0.76,4,2,0,0,2,1,217,0
0.94,0.6,4,2,0,0,2,1,215,0
0.26,0.81,5,4,0,0,2,0,139,6
0.59,0.69,3,3,0,0,2,0,146,6
0.78,0.8,4,3,0,0,2,0,175,6
0.86,0.64,5,3,0,0,2,0,188,6
0.79,0.73,5,3,0,0,2,0,155,0
0.89,0.73,4,4,0,0,2,0,171,1
0.34,0.99,4,3,0,0,2,0,184,1
0.29,0.77,3,6,0,0,2,0,164,1
0.71,0.89,3,4,0,0,2,0,244,1
0.93,0.58,4,2,0,0,2,0,222,1
0.94,0.76,4,3,0,0,0,1,231,1
0.91,0.72,3,3,0,0,1,0,213,5
0.71,0.96,4,4,0,0,2,0,144,7
0.67,0.81,3,4,0,0,2,1,221,2
0.54,0.42,3,3,0,0,2,1,138,8
0.89,0.58,3,4,0,0,2,0,183,9
0.94,0.91,3,3,0,0,1,1,250,4
0.15,0.89,3,6,0,0,1,0,219,5
0.45,0.92,6,4,0,0,1,1,164,5
0.92,0.67,4,4,0,0,1,1,161,5
0.63,0.56,4,5,0,0,1,1,274,7
0.8,0.66,4,3,0,0,1,1,181,7
0.45,0.72,3,2,0,0,1,0,148,7
0.72,0.54,3,2,0,0,1,1,226,7
0.84,0.36,6,5,0,0,1,0,256,7
0.61,0.51,3,2,0,0,1,0,141,7
0.63,0.88,3,3,0,0,1,0,177,7
0.49,0.54,4,2,0,0,1,0,173,7
0.68,0.51,2,3,0,0,1,0,196,7
0.64,0.85,5,2,0,0,1,0,179,7
0.61,0.64,4,3,0,0,1,0,201,7
0.83,0.55,5,3,0,0,1,0,247,7
0.94,0.51,5,2,0,0,1,0,238,7
0.27,0.66,3,6,0,0,1,0,133,7
0.6,0.49,2,4,0,0,1,0,194,7
0.83,0.69,4,2,0,0,1,0,232,7
0.53,0.75,3,3,0,0,1,0,232,7
0.79,0.97,4,3,0,0,2,0,204,7
0.96,0.49,4,3,0,0,2,1,252,7
0.5,0.56,3,3,0,0,2,0,164,2
0.68,0.81,5,2,0,0,2,0,266,2
0.24,0.54,4,4,0,0,2,1,226,2
0.8,0.8,4,6,0,0,2,0,252,3
0.62,0.74,4,3,0,0,2,0,155,3
1.0,0.85,3,2,0,0,2,0,202,3
0.64,0.75,3,3,0,0,2,0,214,3
0.51,0.55,4,3,0,0,2,0,267,9
0.74,0.5,4,3,0,0,2,0,265,9
0.49,0.99,3,2,0,0,2,1,221,9
0.96,0.83,4,6,0,0,0,0,132,9
0.59,0.62,4,4,0,0,1,1,227,9
0.84,0.57,4,3,0,0,2,0,234,9
0.16,0.84,3,6,0,0,2,0,238,9
0.62,0.75,3,2,0,0,2,1,149,9
0.79,0.67,4,3,0,0,2,0,152,9
0.53,0.83,4,3,0,0,1,1,249,9
0.17,0.48,6,5,0,0,1,0,270,9
0.57,0.76,3,2,0,0,1,0,200,8
0.65,0.82,4,2,0,0,1,0,207,8
0.69,0.74,4,2,0,0,1,1,266,8
0.3,0.8,6,3,0,0,1,0,250,8
0.99,0.92,3,3,0,0,1,0,220,8
0.5,0.69,4,2,0,0,1,0,177,8
0.54,0.96,3,2,0,0,2,0,147,8
0.69,0.57,4,4,0,0,2,0,227,8
0.5,0.85,4,2,0,0,2,0,272,8
0.66,0.73,3,3,0,0,2,0,244,8
1.0,0.93,5,3,0,0,2,1,182,8
0.15,0.61,3,6,0,0,2,1,146,9
0.31,0.54,5,5,0,0,2,1,259,9
0.65,0.49,4,4,0,0,2,0,184,9
0.72,0.69,4,2,0,0,2,0,149,4
0.84,0.85,4,3,0,0,2,1,185,0
0.55,0.8,3,2,0,0,2,0,254,0
0.6,0.58,4,3,0,0,2,0,249,0
0.84,0.48,4,2,0,0,2,0,269,0
0.68,0.87,3,3,0,0,2,0,168,0
0.13,1.0,6,3,0,0,2,0,225,6
0.88,0.98,3,2,0,0,2,0,160,6
0.64,0.57,5,3,0,0,2,1,149,6
0.19,0.95,5,3,0,0,2,0,193,6
0.83,0.88,5,3,0,0,2,1,171,0
0.17,0.41,4,3,0,0,2,1,232,1
0.44,0.74,4,6,0,0,2,0,250,1
0.52,0.55,4,2,0,0,2,0,243,1
0.66,0.62,4,2,0,0,2,0,250,1
0.96,0.55,4,3,0,0,2,0,153,1
0.19,0.5,5,3,0,0,2,1,126,1
0.86,1.0,3,3,0,0,0,0,192,5
0.65,0.57,3,4,0,0,0,1,137,7
0.61,0.97,3,3,0,0,0,1,199,2
0.53,0.96,3,3,0,0,0,1,181,8
0.14,0.76,5,6,0,0,0,0,260,9
0.74,1.0,4,4,0,0,0,0,199,4
0.47,0.62,6,5,0,0,0,1,171,5
0.6,0.56,4,3,0,0,0,0,260,5
0.81,0.58,3,4,0,0,0,0,243,5
0.95,0.59,2,4,0,0,0,0,154,7
0.98,0.8,2,2,0,0,0,0,201,7
0.52,0.8,5,3,0,0,0,0,234,7
1.0,0.97,3,3,0,0,1,1,216,7
0.16,0.74,5,4,0,0,1,1,205,7
0.19,0.83,3,4,0,0,1,0,225,7
0.94,0.87,3,3,0,0,1,0,229,7
0.58,0.43,6,3,0,0,1,0,132,7
0.92,0.69,4,3,0,0,1,0,180,7
0.65,0.8,4,4,0,0,1,0,164,7
0.74,0.74,5,3,0,0,1,0,175,7
0.6,0.53,5,2,0,0,1,0,103,7
1.0,1.0,5,4,0,0,1,0,142,7
0.81,0.96,4,3,0,0,1,0,212,7
0.54,0.67,2,3,0,0,1,1,129,7
0.18,0.81,5,4,0,0,1,0,140,7
0.82,0.88,4,2,0,0,1,0,149,7
0.9,0.96,2,2,0,0,1,0,258,7
0.62,0.62,4,2,0,0,2,0,136,7
0.77,0.76,2,3,0,0,2,1,216,2
0.58,0.86,3,2,0,0,2,0,151,2
0.27,0.47,5,6,0,0,2,0,217,2
0.78,0.72,4,3,0,0,2,0,219,3
0.98,0.66,3,3,0,0,2,0,150,3
0.75,0.5,4,4,0,0,2,0,98,3
0.74,0.67,5,3,0,0,2,0,140,3
0.9,0.99,3,3,0,0,2,1,259,9
0.73,0.71,5,6,0,0,2,1,215,9
0.9,0.62,4,3,0,0,2,0,258,9
0.68,0.91,4,3,0,0,2,1,162,9
0.9,0.74,3,4,0,0,0,0,260,9
0.64,0.93,5,2,0,0,0,0,198,9
0.63,0.9,2,3,0,0,0,1,242,9
0.87,0.89,4,4,0,0,0,0,219,9
0.6,0.55,4,3,0,0,0,0,204,9
0.7,0.74,3,3,0,0,0,0,157,9
0.15,0.94,5,6,0,0,0,0,244,9
0.45,0.75,3,3,0,0,0,0,122,8
0.43,0.9,5,5,0,0,1,0,282,8
0.92,0.46,5,5,0,0,1,0,195,8
0.72,0.81,4,2,0,0,1,0,134,8
0.94,0.84,3,2,0,0,1,0,210,8
0.74,0.52,3,3,0,0,1,0,170,8
0.48,0.71,2,3,0,0,1,1,140,8
0.84,0.76,5,2,0,0,1,1,215,8
0.53,0.86,3,3,0,0,1,0,150,8
0.45,0.88,5,3,0,0,2,1,268,8
0.95,0.67,4,4,0,0,2,0,270,8
0.95,0.58,3,3,0,0,2,0,163,9
0.7,0.85,3,2,0,0,2,0,188,9
0.19,0.93,3,4,0,0,2,0,110,9
0.74,0.91,5,3,0,0,2,0,135,4
0.54,0.59,4,3,0,0,2,0,228,0
0.5,0.69,5,2,0,0,2,0,172,0
0.95,0.72,3,5,0,0,2,0,168,0
0.69,0.69,5,3,0,0,2,0,160,0
0.24,0.74,5,3,0,0,2,0,282,0
0.96,0.7,5,2,0,0,2,1,184,6
0.61,0.5,4,4,0,0,2,1,217,6
0.76,0.53,6,3,0,0,2,0,281,6
0.61,0.64,3,2,0,0,2,0,245,6
0.37,0.48,2,5,0,0,2,0,285,0
0.81,0.9,4,3,0,0,2,0,165,1
0.59,0.9,3,3,0,0,2,0,146,1
0.73,0.82,3,3,0,0,2,0,133,1
0.87,0.57,2,6,0,0,2,0,181,1
0.67,0.66,6,3,0,0,2,0,152,1
0.96,0.78,2,3,0,0,2,0,284,1
0.98,0.51,3,3,0,0,2,0,157,5
0.5,0.58,4,2,0,0,0,0,165,7
0.49,0.71,3,2,0,0,1,1,255,2
0.13,0.65,4,4,0,0,2,0,194,8
0.57,0.68,3,6,0,0,2,0,102,9
0.51,0.94,4,2,0,0,2,0,247,4
0.99,0.69,3,2,0,0,2,0,206,5
0.8,0.77,3,2,0,0,2,0,171,5
0.56,0.39,5,4,0,0,2,0,263,5
0.96,0.84,4,4,0,0,2,1,272,7
0.96,0.5,3,2,0,0,2,1,158,7
0.87,0.53,6,6,0,0,2,1,216,7
0.61,0.9,5,3,0,0,2,0,113,7
0.18,0.6,3,4,0,0,1,0,140,7
0.24,0.77,5,5,0,0,1,0,178,7
0.86,0.48,4,3,0,0,1,0,153,7
0.25,0.62,6,5,0,0,1,0,271,7
0.25,0.82,3,5,0,0,1,0,269,7
0.63,0.55,3,3,0,0,1,0,160,7
0.89,0.68,4,2,0,0,1,1,258,7
0.87,0.82,4,3,0,0,0,0,251,7
0.87,0.78,3,2,0,0,1,0,170,7
0.71,0.99,4,4,0,0,0,1,238,7
0.98,0.87,4,2,0,0,0,0,152,7
0.16,0.51,3,6,0,0,1,0,262,7
0.83,0.68,4,2,0,0,1,0,273,7
0.65,0.77,3,2,0,0,0,0,233,7
0.95,0.64,3,3,0,0,1,0,262,7
0.67,0.67,3,3,0,0,2,0,183,2
0.53,0.88,3,3,0,0,0,1,150,2
0.74,0.94,3,3,0,0,2,0,132,2
0.77,0.79,3,4,0,0,2,0,200,3
0.13,0.72,4,5,0,0,2,0,148,3
0.82,0.92,3,3,0,0,2,1,187,3
0.88,0.65,4,2,0,0,0,0,224,3
0.89,0.5,4,2,0,0,2,0,147,9
0.85,0.51,3,4,0,0,2,0,153,9
0.93,0.87,5,2,0,0,2,0,154,9
0.62,0.7,5,3,0,0,0,0,270,9
0.58,0.96,3,2,0,0,2,0,202,9
0.98,0.5,4,3,0,0,0,0,264,9
0.52,0.45,2,3,0,0,1,0,145,9
0.76,0.49,3,2,0,0,2,1,138,9
0.73,0.91,3,2,0,0,2,0,238,9
0.74,0.64,4,5,0,0,2,0,147,9
0.49,0.48,3,2,0,0,2,0,190,9
0.91,0.97,4,3,0,0,1,0,183,8
0.74,0.92,5,3,0,0,1,0,255,8
0.86,0.82,4,4,0,0,1,0,252,8
0.52,0.47,6,5,0,0,1,1,141,8
0.95,0.81,3,2,0,0,1,0,260,8
0.65,0.98,3,3,0,0,1,0,136,8
0.7,0.56,4,2,0,0,1,0,182,8
0.14,0.66,6,5,0,0,1,0,142,8
0.92,0.53,2,4,0,0,1,0,261,8
0.54,0.6,3,2,0,0,1,0,209,8
0.76,0.95,2,4,0,0,0,0,156,8
0.78,0.66,4,2,0,0,1,0,214,9
0.85,0.86,4,3,0,0,1,0,250,9
0.78,0.8,4,3,0,0,1,1,197,9
0.55,0.72,3,3,0,0,1,0,149,4
0.68,0.61,5,2,0,0,0,0,271,0
0.91,0.68,4,2,0,0,1,0,187,0
0.76,0.56,3,2,0,0,1,0,154,0
0.15,0.67,4,3,0,0,1,0,264,0
0.95,0.6,2,3,0,0,0,0,144,0
0.74,0.37,6,3,0,0,1,0,200,6
0.92,0.56,5,2,0,0,2,1,197,6
0.64,0.89,3,3,0,0,0,1,175,6
0.96,0.9,3,3,0,0,2,0,161,6
0.21,0.72,3,6,0,0,0,0,245,0
0.85,0.67,3,4,0,0,2,0,167,1
0.52,0.86,5,3,0,0,2,0,168,1
0.54,0.81,5,6,0,0,2,0,261,1
0.56,0.81,5,4,0,0,2,0,274,1
0.59,0.79,4,3,0,0,2,0,181,1
0.88,0.58,5,3,0,0,2,1,266,5
0.7,0.84,4,3,0,0,2,0,184,7
0.95,0.58,3,2,0,0,2,0,193,2
0.83,0.88,3,2,0,0,0,1,217,8
0.76,0.62,4,3,0,0,1,0,197,9
0.82,0.92,5,3,0,0,2,0,252,4
0.55,0.97,4,3,0,0,2,0,136,5
0.89,0.55,5,4,0,0,2,0,194,5
0.66,0.94,4,3,0,0,2,0,190,5
0.41,0.61,3,2,0,0,2,1,185,7
0.83,0.77,3,2,0,0,2,1,232,7
0.88,0.72,3,2,0,0,2,1,200,7
0.56,0.66,5,2,0,0,2,0,155,7
0.53,0.72,3,3,0,0,2,0,228,7
0.8,0.41,3,4,0,0,0,0,188,7
0.95,0.78,4,3,0,0,1,0,245,7
0.9,0.88,4,2,0,0,1,0,205,7
0.5,0.97,4,3,0,0,1,0,269,7
0.4,0.59,3,6,0,0,0,0,207,7
0.52,0.85,3,4,0,0,1,0,250,7
0.51,0.5,5,3,0,0,1,1,251,7
0.84,0.62,5,3,0,0,1,0,217,7
0.78,0.98,5,3,0,0,0,0,252,7
0.91,0.71,2,3,0,0,1,1,159,7
0.59,0.71,5,2,0,0,1,0,169,7
0.69,0.97,5,4,0,0,1,0,105,7
0.87,0.93,4,2,0,0,1,0,268,7
0.66,1.0,5,2,0,0,1,0,145,7
0.5,0.54,4,3,0,0,1,0,165,2
0.95,0.75,3,4,0,0,1,0,253,2
0.77,0.64,3,3,0,0,2,0,254,2
0.66,0.5,3,2,0,0,2,0,218,3
0.61,0.98,3,5,0,0,2,1,138,3
0.7,0.87,5,3,0,0,2,0,239,3
0.89,0.71,5,2,0,0,2,1,182,3
0.6,0.78,4,3,0,0,2,1,152,9
0.62,0.51,3,3,0,0,2,1,222,9
0.59,0.9,2,2,0,0,2,1,219,9
0.69,0.59,4,4,0,0,2,0,266,9
0.36,0.94,3,5,0,0,2,1,113,9
0.59,0.93,4,3,0,0,2,0,146,9
0.5,0.51,5,4,0,0,2,0,238,9
0.53,0.99,3,3,0,0,0,0,188,9
0.84,0.9,4,2,0,0,1,0,237,9
0.51,0.95,4,3,0,0,2,0,201,9
0.53,0.56,5,3,0,0,2,0,188,9
0.98,0.63,3,3,0,0,2,0,137,8
0.95,0.81,4,3,0,0,2,0,263,8
0.13,0.76,5,3,0,0,1,0,217,8
0.5,0.64,4,4,0,0,1,0,213,8
0.93,0.76,3,3,0,0,1,0,244,8
0.5,0.87,3,2,0,0,1,0,252,8
0.66,0.84,4,2,0,0,1,0,168,8
0.89,0.79,4,3,0,0,1,0,212,8
0.46,0.43,4,3,0,0,1,0,258,8
0.67,0.6,4,3,0,0,1,0,210,8
0.96,0.9,4,3,0,0,1,0,246,8
0.98,0.76,4,3,0,0,1,1,221,9
0.67,0.57,5,4,0,0,1,0,215,9
0.72,0.72,4,4,0,0,1,0,175,9
0.65,0.49,5,2,0,0,1,0,221,4
0.72,0.67,5,3,0,0,1,0,219,0
0.78,0.58,3,3,0,0,1,0,154,0
0.93,0.56,3,2,0,0,1,0,266,0
0.73,0.85,5,4,0,0,1,0,224,0
0.2,0.57,4,5,0,0,1,1,269,0
0.47,0.5,4,2,0,0,1,0,159,6
0.56,0.62,4,3,0,0,1,0,247,6
0.72,0.86,4,2,0,0,1,0,137,6
0.91,0.56,4,4,0,0,2,0,251,6
0.79,0.49,5,3,0,0,2,0,210,0
0.53,0.75,2,4,0,0,2,0,123,1
0.14,0.51,4,6,0,0,2,0,253,1
0.78,0.92,5,4,0,0,2,0,242,1
0.52,0.74,3,3,0,0,2,0,238,1
0.94,0.68,5,2,0,0,2,0,151,1
0.83,0.8,4,4,0,0,2,0,158,5
0.44,0.68,2,2,0,0,2,0,120,5
0.72,0.74,3,2,0,0,2,0,187,7
0.84,0.58,3,3,0,0,2,0,140,2
0.76,0.99,3,2,0,0,2,0,164,8
0.92,0.94,5,2,0,0,0,0,253,9
0.58,0.93,5,2,0,0,1,0,235,4
0.85,0.81,4,4,0,0,2,0,189,5
0.74,0.51,4,3,0,0,2,1,246,5
0.74,0.87,4,2,0,0,2,0,258,5
0.72,0.8,3,3,0,0,2,0,158,7
0.76,0.98,4,3,0,0,1,1,173,7
0.85,0.72,3,3,0,0,1,0,201,7
0.82,0.49,5,3,0,0,1,0,185,7
0.6,0.93,5,3,0,0,1,1,270,7
0.39,0.64,3,2,0,0,1,0,152,7
0.83,0.53,3,4,0,0,1,1,211,7
0.7,0.92,3,3,0,0,1,1,162,7
0.84,0.97,4,2,0,0,1,1,253,7
0.9,0.77,4,3,0,0,1,0,236,7
0.18,0.84,4,5,0,0,1,0,231,7
0.52,0.71,2,2,0,0,1,0,231,7
0.87,0.51,4,3,0,0,1,0,233,7
0.6,0.79,5,2,0,0,1,0,217,7
0.72,0.93,4,2,0,0,1,0,174,7
0.48,0.64,4,3,0,0,1,0,227,7
0.75,0.53,3,2,0,0,1,0,222,7
0.85,0.55,2,6,0,0,1,0,207,7
0.39,0.41,6,3,0,0,1,0,115,7
0.61,0.68,3,2,0,0,1,0,254,2
0.6,0.61,4,3,0,0,1,0,170,2
0.57,0.64,2,3,0,0,1,0,206,2
0.19,0.68,5,3,0,0,2,0,149,3
0.48,0.77,3,3,0,0,2,0,197,3
0.69,0.75,4,3,0,0,2,0,261,3
0.7,0.55,4,4,0,0,2,0,256,3
0.65,0.92,3,3,0,0,2,0,219,9
0.81,0.96,4,3,0,0,2,1,143,9
0.85,0.95,4,3,0,0,2,0,171,9
0.93,0.76,4,2,0,0,2,0,207,9
0.72,0.94,4,3,0,0,2,0,235,9
0.49,0.55,2,3,0,0,2,0,173,9
0.94,0.47,5,6,0,0,2,0,131,9
0.81,0.84,4,2,0,0,2,0,143,9
0.92,0.78,5,4,0,0,0,0,193,9
0.97,0.82,3,2,0,0,1,0,135,9
0.98,0.61,4,2,0,0,2,1,265,9
0.44,0.45,3,2,0,0,2,1,133,8
0.72,0.87,4,4,0,0,2,0,184,8
0.8,0.73,5,3,0,0,2,0,135,8
0.6,0.72,4,4,0,0,1,0,267,8
0.89,0.65,4,3,0,0,1,0,184,8
0.69,0.57,5,2,0,0,1,0,227,8
0.54,0.81,4,2,0,0,1,0,257,8
0.97,0.75,5,3,0,0,1,1,235,8
0.37,0.4,4,2,0,0,1,0,161,8
0.73,0.52,4,3,0,0,1,0,215,8
0.57,0.69,4,3,0,0,1,0,146,8
0.86,0.66,4,2,0,0,1,0,191,9
0.83,0.85,4,3,0,0,1,0,261,9
0.19,0.52,5,5,0,0,1,0,200,9
0.55,0.93,4,4,0,0,1,0,239,4
0.6,0.65,4,2,0,0,1,0,160,0
0.62,0.71,3,3,0,0,1,1,177,0
0.65,0.55,5,2,0,0,1,0,215,0
0.4,0.48,4,2,0,0,1,0,97,0
0.82,0.78,5,2,0,0,1,1,231,0
0.75,0.69,2,2,0,0,1,1,257,6
0.83,0.53,3,3,0,0,1,1,232,6
0.77,0.78,4,3,0,0,1,0,212,6
0.59,0.98,4,3,0,0,1,0,198,6
0.8,0.79,5,4,0,0,2,0,240,0
0.84,0.55,3,3,0,0,2,0,242,1
0.88,0.71,4,3,0,0,2,0,250,1
0.37,0.9,3,6,0,0,2,0,229,1
0.88,0.66,4,2,0,0,2,0,133,1
0.69,0.85,3,2,0,0,2,0,200,1
0.54,0.49,2,2,0,0,2,1,155,5
0.76,0.57,5,4,0,0,2,0,139,7
0.51,0.58,4,3,0,0,2,0,272,2
0.16,0.52,3,4,0,0,2,0,100,8
0.65,0.6,5,3,0,0,2,0,160,9
0.54,0.81,5,4,0,0,2,0,195,4
0.66,0.68,4,3,0,0,0,0,152,5
0.95,0.65,5,3,0,0,1,0,182,5
0.83,0.57,3,2,0,0,2,0,137,5
0.98,0.84,4,3,0,0,2,0,182,7
0.72,0.72,3,2,0,0,2,0,217,7
0.71,0.62,4,4,0,0,2,0,192,7
0.36,0.65,3,2,0,0,1,1,116,7
0.55,0.65,4,4,0,0,1,0,170,7
0.64,0.52,3,3,0,0,1,0,223,7
0.62,0.57,3,2,0,0,1,0,174,7
1.0,0.95,3,6,0,0,1,0,193,7
0.91,0.91,6,2,0,0,1,1,167,7
0.81,0.67,4,3,0,0,1,0,225,7
0.71,0.92,4,3,0,0,1,1,248,7
0.97,0.74,3,5,0,0,1,0,104,7
0.75,0.86,6,4,0,0,1,0,148,7
0.68,1.0,3,4,0,0,1,1,148,7
0.87,0.68,5,3,0,0,1,0,187,7
0.96,0.57,3,2,0,0,1,0,151,7
0.41,0.86,6,5,0,0,1,0,215,7
0.81,0.61,4,4,0,0,1,0,142,7
0.68,1.0,6,5,0,0,1,0,258,7
0.63,0.56,4,3,0,0,1,0,228,2
0.6,0.84,2,3,0,0,1,0,221,2
0.66,0.97,3,3,0,0,2,0,263,2
0.69,0.82,4,4,0,0,2,0,273,3
0.23,0.37,3,4,0,0,2,0,247,3
0.52,0.63,3,3,0,0,2,0,225,3
0.65,0.86,4,2,0,0,2,1,269,3
0.78,0.4,6,3,0,0,2,0,174,9
0.6,0.65,5,2,0,0,2,0,201,9
0.9,0.62,3,3,0,0,2,0,254,9
0.59,0.95,5,2,0,0,2,0,254,9
0.89,0.78,3,2,0,0,2,1,185,9
0.96,0.85,4,4,0,0,2,0,200,9
0.68,0.76,3,3,0,0,2,1,190,9
0.52,0.72,2,2,0,0,0,0,160,9
0.68,0.94,3,2,0,0,1,0,264,9
0.6,0.59,3,3,0,0,2,0,172,9
0.28,0.83,5,4,0,0,2,0,279,9
0.98,0.54,5,3,0,0,2,0,260,8
0.67,0.52,4,2,0,0,2,0,262,8
0.86,0.6,5,2,0,0,1,1,134,8
0.83,0.9,3,3,0,0,1,0,195,8
0.79,0.86,3,3,0,0,1,0,139,8
0.54,0.86,4,5,0,0,1,0,205,8
0.51,0.86,5,2,0,0,1,0,212,8
0.75,0.65,4,2,0,0,1,0,148,8
0.51,0.67,4,3,0,0,1,0,228,8
0.73,0.74,5,3,0,0,1,0,230,8
0.17,0.4,4,3,0,0,1,0,286,8
0.88,0.59,4,3,0,0,1,0,142,9
0.76,0.79,3,3,0,0,1,0,161,9
0.29,0.77,3,3,0,0,1,1,152,9
